t,frame,detected,x,y,z,t_grab,t_total,p,t_search,t_approx,t_refine,t_estimate
186159,291,1,-102.539,-4.59091,350.583,157,563,90,376,1,0,10
186652,292,1,-95.3098,-0.244375,345.829,159,326,90,185,1,0,8
187386,293,1,85.4389,-19.4799,346.739,297,430,193,187,1,0,8
188100,294,1,75.5087,-21.9487,344.669,163,543,90,334,1,1,34
188619,295,1,67.3947,-26.0994,345.441,186,326,90,185,1,0,9
189361,296,1,47.1995,-36.6631,345.308,267,468,193,225,1,0,9
190005,297,1,55.8958,-48.5683,341.73,157,479,90,293,5,1,10
190580,298,1,42.6607,-52.3381,340.887,242,326,90,187,1,0,8
191309,299,1,41.7462,-57.9812,339.838,214,506,188,273,1,0,4
191907,300,1,44.9626,-54.683,335.574,157,429,90,237,1,1,18
192526,301,0,44.9626,-54.683,335.574,298,314,90,187,0,0,0
193251,302,1,68.4653,-56.2295,329.029,162,562,173,342,1,0,4
193775,303,1,63.3127,-53.0328,334.013,158,358,89,186,1,0,9
194470,304,1,72.9035,-45.9795,339.241,354,337,106,185,1,0,4
195183,305,0,72.9035,-45.9795,339.241,159,546,110,382,0,0,0
195667,306,1,94.5007,-44.7662,338.183,159,323,90,185,1,1,6
196402,307,1,110.713,-33.6869,338.887,307,421,188,184,1,0,7
197106,308,1,128.818,-45.4657,334.778,160,532,92,338,3,0,12
197609,309,0,128.818,-45.4657,334.778,184,310,90,183,0,0,0
198338,310,1,150.681,-30.2307,332.96,235,493,188,256,1,0,7
198928,311,0,150.681,-30.2307,332.96,157,422,90,259,0,0,0
199526,312,0,150.681,-30.2307,332.96,286,310,89,184,0,0,0
200247,313,1,185.165,-26.141,333.941,161,558,166,344,1,0,6
200757,314,1,201.341,-24.5816,328.56,159,344,89,185,1,0,11
201454,315,0,201.341,-24.5816,328.56,350,339,120,182,0,0,0
202163,316,0,201.341,-24.5816,328.56,159,548,90,376,0,0,0
202640,317,0,201.341,-24.5816,328.56,160,311,90,184,0,0,0
203372,318,1,219.935,-28.5489,300.295,271,459,192,222,1,0,3
203997,319,0,219.935,-28.5489,300.295,157,460,90,289,0,0,0
204571,320,1,209.953,-25.7883,272.917,252,320,90,185,0,0,4
205297,321,1,204.809,-23.1908,261.066,179,538,190,302,1,0,6
205852,322,0,204.809,-23.1908,261.066,159,384,90,217,0,0,0
206495,323,0,204.809,-23.1908,261.066,330,312,90,185,0,0,0
207200,324,0,204.809,-23.1908,261.066,158,545,117,388,0,0,0
207674,325,0,204.809,-23.1908,261.066,158,312,90,185,0,0,0
208392,326,0,204.809,-23.1908,261.066,296,420,194,189,0,0,0
209015,327,0,204.809,-23.1908,261.066,157,463,90,297,0,0,0
209575,328,0,204.809,-23.1908,261.066,248,311,89,185,0,0,0
210285,329,0,204.809,-23.1908,261.066,176,533,188,308,0,0,0
210783,330,0,204.809,-23.1908,261.066,157,339,89,182,0,0,0
211467,331,0,204.809,-23.1908,261.066,351,332,112,182,0,0,0
212165,332,0,204.809,-23.1908,261.066,156,539,90,371,0,0,0
212637,333,0,204.809,-23.1908,261.066,160,310,90,181,0,0,0
213352,334,0,204.809,-23.1908,261.066,251,461,192,232,0,0,0
213926,335,0,204.809,-23.1908,261.066,158,411,90,245,0,0,0
214531,336,0,204.809,-23.1908,261.066,296,307,89,181,0,0,0
215238,337,0,204.809,-23.1908,261.066,158,546,156,353,0,0,0
215706,338,0,204.809,-23.1908,261.066,158,309,89,183,0,0,0
216423,339,0,204.809,-23.1908,261.066,331,385,167,181,0,0,0
217062,340,0,204.809,-23.1908,261.066,156,482,90,316,0,0,0
217592,341,0,204.809,-23.1908,261.066,216,308,90,181,0,0,0
218298,342,0,204.809,-23.1908,261.066,190,514,186,291,0,0,0
218821,343,0,204.809,-23.1908,261.066,160,354,89,191,0,0,0
219485,344,0,204.809,-23.1908,261.066,343,319,101,181,0,0,0
220184,345,0,204.809,-23.1908,261.066,153,544,89,379,0,0,0
220643,346,0,204.809,-23.1908,261.066,150,308,90,181,0,0,0
221353,347,0,204.809,-23.1908,261.066,243,464,188,239,0,0,0
221910,348,0,204.809,-23.1908,261.066,153,399,90,229,0,0,0
222521,349,0,204.809,-23.1908,261.066,302,308,90,180,0,0,0
223220,350,0,204.809,-23.1908,261.066,152,544,129,378,0,0,0
223679,351,0,204.809,-23.1908,261.066,149,309,90,182,0,0,0
224389,352,0,204.809,-23.1908,261.066,273,435,193,205,0,0,0
224970,353,0,204.809,-23.1908,261.066,147,433,90,267,0,0,0
225545,354,0,204.809,-23.1908,261.066,266,308,89,182,0,0,0
226261,355,1,70.5297,-16.3894,99.3273,154,560,151,358,4,0,6
226744,356,1,63.3334,-17.0984,101.852,148,328,90,183,4,0,9
227466,357,1,52.9215,-17.3035,104.575,332,383,151,181,4,0,6
228173,358,1,40.9311,-17.2292,106.605,149,551,89,351,9,0,13
228658,359,1,31.6543,-17.2542,107.256,157,323,89,183,4,0,6
229388,360,1,21.7788,-14.2898,106.603,254,469,188,230,5,0,4
230027,361,1,12.7647,-17.3194,104.544,151,471,90,280,11,1,4
230597,362,1,3.42273,-17.8337,103.4,241,324,89,183,4,0,7
231315,363,1,-2.92559,-17.5821,103.867,165,546,189,307,5,0,3
231865,364,1,-11.3934,-18.9979,104.101,151,391,89,194,9,0,8
232528,365,1,-21.2588,-18.1343,105.595,332,327,90,187,5,0,3
233249,366,1,-37.5253,-25.0422,103.057,152,561,132,379,4,0,3
233729,367,1,-44.1256,-16.3648,108.283,150,323,90,184,4,0,3
234457,368,1,-58.8434,-18.5607,107.49,332,389,158,183,4,0,3
235160,369,1,-64.9304,-17.9025,109.341,151,537,89,345,7,1,7
235655,370,1,-73.3585,-18.2981,107.637,169,319,90,182,4,0,3
236382,371,1,-81.0382,-18.4526,106.874,241,478,192,239,4,0,3
236994,372,1,-87.7775,-18.1332,106.056,154,447,90,264,5,0,7
237572,373,0,-87.7775,-18.1332,106.056,266,308,90,181,0,0,0
238265,374,0,-87.7775,-18.1332,106.056,149,543,163,343,0,0,0
238722,375,0,-87.7775,-18.1332,106.056,149,307,90,180,0,0,0
239433,376,0,-87.7775,-18.1332,106.056,310,399,183,179,0,0,0
240052,377,0,-87.7775,-18.1332,106.056,150,468,92,300,0,0,0
240596,378,0,-87.7775,-18.1332,106.056,236,306,90,179,0,0,0
241293,379,0,-87.7775,-18.1332,106.056,156,539,189,313,0,0,0
241761,380,0,-87.7775,-18.1332,106.056,153,314,90,180,0,0,0
242463,381,0,-87.7775,-18.1332,106.056,337,364,147,180,0,0,0
243115,382,0,-87.7775,-18.1332,106.056,152,497,90,327,0,0,0
243622,383,0,-87.7775,-18.1332,106.056,199,307,90,180,0,0,0
244327,384,0,-87.7775,-18.1332,106.056,191,511,187,287,0,0,0
244827,385,0,-87.7775,-18.1332,106.056,153,345,89,180,0,0,0
245498,386,0,-87.7775,-18.1332,106.056,343,325,110,178,0,0,0
246199,387,0,-87.7775,-18.1332,106.056,152,541,90,363,0,0,0
246664,388,0,-87.7775,-18.1332,106.056,155,308,90,181,0,0,0
247370,389,0,-87.7775,-18.1332,106.056,236,469,191,241,0,0,0
247916,390,0,-87.7775,-18.1332,106.056,152,391,90,224,0,0,0
248542,391,0,-87.7775,-18.1332,106.056,317,308,91,180,0,0,0
249240,392,0,-87.7775,-18.1332,106.056,153,542,125,380,0,0,0
249698,393,0,-87.7775,-18.1332,106.056,150,306,90,179,0,0,0
250408,394,0,-87.7775,-18.1332,106.056,274,435,188,210,0,0,0
250992,395,0,-87.7775,-18.1332,106.056,150,428,92,260,0,0,0
251573,396,0,-87.7775,-18.1332,106.056,272,306,90,179,0,0,0
252267,397,0,-87.7775,-18.1332,106.056,151,542,157,348,0,0,0
252736,398,1,-61.528,-17.5525,75.8546,147,320,89,180,6,0,3
253473,399,1,-52.5369,-16.5933,76.5761,320,409,173,183,6,0,5
254178,400,1,-47.4469,-16.449,75.9735,152,544,90,345,15,0,7
254677,401,1,-47.0489,-17.2466,76.0726,171,325,89,185,6,0,3
255417,402,1,-47.2594,-17.9798,75.2045,250,481,189,238,6,0,5
256048,403,1,-43.1096,-17.1615,77.0207,149,475,90,280,10,0,3
256625,404,1,-39.6854,-17.5715,77.4613,241,327,90,185,7,0,3
257351,405,1,-33.9562,-17.5635,78.9668,176,543,188,303,6,1,3
257933,406,1,-23.9864,-16.1044,81.157,153,422,90,214,18,0,14
258574,407,1,-14.339,-16.8701,82.1338,306,329,90,186,7,0,3
259301,408,1,-5.6945,-18.0479,83.9343,151,568,152,360,7,0,7
259825,409,1,3.95222,-17.6198,85.6169,152,360,90,186,15,0,13
260527,410,1,13.0887,-17.4768,85.7494,340,356,119,186,6,0,4
261249,411,1,24.4215,-16.9366,84.8924,152,563,98,388,6,0,3
261733,412,1,30.4062,-16.85,84.9915,148,324,89,184,6,1,3
262470,413,1,36.5589,-15.7016,84.3238,311,420,182,185,6,0,5
263166,414,1,40.0076,-16.8354,83.0775,153,532,89,330,12,0,14
263679,415,1,43.7978,-16.0644,82.3809,183,326,90,183,6,0,6
264413,416,1,50.3708,-17.343,81.4868,247,479,189,238,6,0,5
265039,417,1,61.4545,-17.4874,80.7102,154,465,90,271,10,0,10
265606,418,0,61.4545,-17.4874,80.7102,250,310,90,183,0,0,0
266308,419,0,61.4545,-17.4874,80.7102,152,548,182,329,0,0,0
266779,420,0,61.4545,-17.4874,80.7102,152,313,90,182,0,0,0
267489,421,0,61.4545,-17.4874,80.7102,344,365,145,183,0,0,0
268158,422,0,61.4545,-17.4874,80.7102,157,507,90,339,0,0,0
268663,423,0,61.4545,-17.4874,80.7102,192,311,90,183,0,0,0
269372,424,0,61.4545,-17.4874,80.7102,217,491,188,266,0,0,0
269915,425,0,61.4545,-17.4874,80.7102,158,378,90,214,0,0,0
270557,426,0,61.4545,-17.4874,80.7102,329,311,90,184,0,0,0
271263,427,0,61.4545,-17.4874,80.7102,157,547,123,384,0,0,0
271731,428,0,61.4545,-17.4874,80.7102,157,309,89,183,0,0,0
272454,429,0,61.4545,-17.4874,80.7102,297,423,194,192,0,0,0
273076,430,0,61.4545,-17.4874,80.7102,156,464,89,296,0,0,0
273628,431,0,61.4545,-17.4874,80.7102,242,308,90,181,0,0,0
274332,432,0,61.4545,-17.4874,80.7102,164,539,188,314,0,0,0
274848,433,1,96.0587,-17.9389,119.54,157,353,90,183,3,0,8
275540,434,1,83.3788,-12.8978,126.517,346,344,113,182,3,0,3
276257,435,1,66.9963,-17.2444,133.07,153,556,102,377,3,0,3
276742,436,1,52.0183,-17.9023,137.363,156,321,90,183,3,1,3
277476,437,1,36.1584,-18.8515,141.339,308,414,184,183,3,0,3
278153,438,1,26.919,-17.5008,144.597,154,514,89,320,10,0,9
278679,439,1,20.5615,-18.7348,146.814,199,321,91,183,3,0,4
279412,440,1,10.1651,-13.287,150.432,229,497,190,254,3,0,8
280032,441,1,8.43149,-15.9679,151.279,155,453,90,254,7,0,18
280640,442,1,26.866,-27.116,146.987,270,331,90,185,3,0,12
281360,443,1,-26.8505,-14.4888,154.048,179,535,187,300,3,1,3
281884,444,0,-26.8505,-14.4888,154.048,156,357,90,189,0,0,0
282559,445,1,-57.305,-14.2333,153.972,345,324,92,185,3,0,3
283281,446,1,-65.7257,-18.56,154.864,156,559,120,389,3,0,3
283766,447,1,-80.9635,-18.9437,154.63,155,322,90,185,2,1,3
284503,448,1,-96.2281,-18.7017,152.99,332,397,165,186,2,0,4
285203,449,1,-105.974,-18.4611,154.488,155,537,89,350,2,1,7
285702,450,1,-125.468,-17.0539,150.509,174,321,90,185,1,1,3
286422,451,0,-125.468,-17.0539,150.509,249,463,189,237,0,0,0
287002,452,0,-125.468,-17.0539,150.509,157,418,90,250,0,0,0
287604,453,0,-125.468,-17.0539,150.509,287,310,89,184,0,0,0
288307,454,0,-125.468,-17.0539,150.509,156,544,159,348,0,0,0
288778,455,0,-125.468,-17.0539,150.509,159,311,91,183,0,0,0
289502,456,0,-125.468,-17.0539,150.509,340,381,161,182,0,0,0
291253,457,0,-125.468,-17.0539,150.509,155,548,90,380,0,0,0
291728,458,0,-125.468,-17.0539,150.509,159,314,90,187,0,0,0
292445,459,0,-125.468,-17.0539,150.509,268,448,192,219,0,0,0
293038,460,0,-125.468,-17.0539,150.509,155,436,90,270,0,0,0
293636,461,1,-150.5,-18.5058,174.625,275,320,90,185,1,0,4
294360,462,1,-144.911,-18.0501,177.032,162,554,189,320,1,0,3
294898,463,1,-135.534,-18.911,181.672,158,372,89,186,1,0,11
295579,464,1,-126.071,-18.8827,186.241,353,324,91,185,1,0,5
296308,465,1,-118.131,-18.8822,188.692,159,561,130,382,2,0,7
296797,466,1,-106.533,-18.3223,192.507,156,322,91,186,2,0,3
297729,467,1,-96.8216,-19.9944,194.908,159,321,89,187,2,0,3
298464,468,1,-86.1013,-19.5914,199.631,274,453,192,215,2,0,3
299106,469,1,-76.7348,-19.363,203.434,157,474,89,294,3,0,5
299677,470,1,-69.8578,-18.7355,205.837,244,322,90,186,2,0,3
300402,471,1,-55.5011,-14.9923,210.469,200,516,189,282,2,1,3
300974,472,1,-43.6615,-18.2173,212.535,156,406,90,221,1,1,7
301614,473,1,-32.338,-20.5068,213.651,315,320,89,185,2,0,3
302343,474,1,-14.5769,-23.8234,216.945,157,562,164,347,2,0,8
302853,475,1,-13.8217,-22.6304,216.903,158,344,91,184,2,0,6
303561,476,1,-6.65339,-17.4028,217.905,346,356,125,185,2,0,4
304286,477,1,3.80838,-19.6131,219.052,157,559,99,389,1,0,4
304781,478,1,25.5795,-1.68657,223.231,157,330,90,183,2,0,14
305514,479,1,16.5858,-17.4805,226.265,319,405,177,183,2,0,3
306213,480,1,46.6329,-20.4186,221.458,156,533,89,337,2,0,17
306722,481,1,40.1973,-17.0386,222.764,183,321,90,186,1,0,3
307441,482,0,40.1973,-17.0386,222.764,253,454,186,231,0,0,0
308040,483,1,66.9452,-16.8843,220.144,157,436,90,250,1,1,10
308647,484,1,79.3986,-18.4735,217.684,283,319,90,184,1,0,3
309369,485,1,94.1925,-21.4399,215.769,156,558,188,322,2,0,5
309862,486,0,94.1925,-21.4399,215.769,152,330,90,180,0,0,0
310567,487,1,113.69,-18.1693,209.611,346,356,124,183,2,0,7
311281,488,0,113.69,-18.1693,209.611,158,548,98,381,0,0,0
311747,489,0,113.69,-18.1693,209.611,157,308,89,182,0,0,0
312481,490,1,139.217,-19.1128,200.432,270,457,193,216,1,0,6
313103,491,0,139.217,-19.1128,200.432,157,458,89,291,0,0,0
313670,492,0,139.217,-19.1128,200.432,253,312,89,186,0,0,0
314377,493,0,139.217,-19.1128,200.432,172,533,184,312,0,0,0
314880,494,0,139.217,-19.1128,200.432,157,344,91,184,0,0,0
315564,495,0,139.217,-19.1128,200.432,348,334,113,184,0,0,0
316269,496,0,139.217,-19.1128,200.432,157,547,90,378,0,0,0
316741,497,0,139.217,-19.1128,200.432,158,313,90,186,0,0,0
317462,498,0,139.217,-19.1128,200.432,260,455,190,228,0,0,0
318068,499,0,139.217,-19.1128,200.432,157,440,90,275,0,0,0
318661,500,1,168.779,-25.8611,221.761,270,320,89,185,1,0,5
319376,501,0,168.779,-25.8611,221.761,166,541,190,314,0,0,0
319902,502,1,148.368,-24.6274,223.915,159,362,90,185,1,0,12
320589,503,1,136.515,-20.1327,229.722,353,332,100,185,1,0,5
321309,504,1,131.337,-22.491,226.987,157,554,115,383,1,0,4
321796,505,1,111.808,-22.3791,230.774,156,324,90,185,1,0,7
322534,506,1,96.9903,-23.5091,235.937,327,403,171,184,1,0,6
324773,507,1,87.3675,-21.734,237.368,158,324,89,185,2,0,6
325504,508,1,74.0027,-19.4777,238.952,289,434,195,194,1,0,4
326171,509,1,57.4094,-20.7558,243.083,157,500,89,307,4,0,13
326710,510,1,46.4748,-17.1382,247.095,215,320,90,184,1,0,3
327440,511,1,34.0655,-18.0354,250.244,218,503,187,270,1,0,4
328037,512,1,15.0587,-20.3833,250.221,155,435,92,238,6,0,18
328651,513,1,9.50268,-23.7184,247.26,290,318,90,183,1,0,3
329382,514,1,-34.3715,-14.4794,245.599,158,565,178,334,1,0,11
329917,515,1,-35.8036,-24.9407,246.109,156,369,90,182,2,0,24
330601,516,1,-23.6231,-24.9453,246.486,348,332,100,183,1,0,7
331325,517,1,-33.8732,-21.9322,249.467,159,558,117,390,1,0,3
331811,518,1,-51.2805,-23.4528,248.816,157,321,90,185,1,0,3
332749,519,1,-68.2445,-18.4498,251.287,157,319,90,183,1,0,4
333482,520,1,-79.7621,-19.69,253.453,257,468,188,232,1,0,6
334117,521,1,-98.6273,-22.7629,251.37,155,463,89,281,2,0,3
334684,522,0,-98.6273,-22.7629,251.37,253,311,90,184,0,0,0
335391,523,0,-98.6273,-22.7629,251.37,166,539,189,314,0,0,0
335927,524,1,-109.752,-4.00209,288.607,161,374,90,186,1,0,12
336615,525,1,-86.4956,-5.52415,309.955,358,325,90,187,1,0,7
337344,526,1,-81.4019,-2.19307,322.814,161,561,131,381,1,0,7
337844,527,1,-69.0503,-3.80497,332.778,159,329,89,186,1,0,12
338565,528,0,-69.0503,-3.80497,332.778,348,367,146,185,0,0,0
339292,529,1,33.1551,-38.2318,336.795,161,560,89,370,1,0,12
339768,530,0,33.1551,-38.2318,336.795,159,310,89,184,0,0,0
340505,531,1,56.8579,-41.3894,327.484,269,467,193,225,0,0,7
341169,532,1,60.5491,-55.5406,322.215,157,497,91,292,5,0,23
341720,533,1,56.5609,-64.6228,322.377,225,321,90,185,1,0,4
342436,534,0,56.5609,-64.6228,322.377,211,497,189,271,0,0,0
343004,535,1,92.0411,-36.2041,323.988,159,406,90,219,1,0,10
343655,536,1,96.0556,-45.725,323.903,326,323,90,185,1,0,4
344381,537,1,107.63,-36.0867,321.523,159,559,166,346,1,0,6
344895,538,1,114.745,-37.9656,314.595,156,347,90,184,0,0,15
345585,539,0,114.745,-37.9656,314.595,344,344,123,184,0,0,0
346308,540,1,139.163,-40.8187,292.81,158,563,90,376,1,0,7
346792,541,1,125.383,-36.7496,300.149,155,321,90,184,1,0,4
347519,542,1,134.853,-31.2883,295.251,283,436,193,198,1,0,4
348147,543,0,134.853,-31.2883,295.251,156,463,90,297,0,0,0
348710,544,1,123.893,-27.9345,271.874,242,318,90,182,1,0,4
349444,545,1,105.61,-24.8019,241.667,197,525,188,290,1,0,5
350025,546,1,86.5333,-23.8836,215.263,157,417,90,218,1,0,16
350659,547,1,88.3579,-18.5192,184.254,309,319,90,183,2,0,3
351377,548,1,75.6762,-18.5252,159.132,154,555,158,350,2,0,3
351873,549,1,59.1604,-18.2361,138.939,155,333,90,183,7,0,7
352585,550,1,44.3424,-17.2422,129.771,336,372,142,183,3,0,3
353309,551,1,38.8089,-16.3937,119.895,153,562,90,366,10,0,11
353791,552,1,31.4292,-20.192,116.604,151,323,90,182,4,0,6
354525,553,1,29.9607,-18.1282,117.409,283,440,193,199,3,0,3
355180,554,1,32.0391,-19.0656,111.713,150,493,91,293,8,0,16
355725,555,1,40.7791,-15.9663,102.06,221,320,90,181,4,0,3
356427,556,0,40.7791,-15.9663,102.06,190,505,187,281,0,0,0
356952,557,1,41.4331,-15.8715,92.0651,148,374,90,183,14,0,11
357627,558,1,40.7331,-17.1971,87.7087,329,339,106,182,6,0,3
358349,559,1,40.1384,-16.8599,88.1333,152,561,115,385,6,0,3
358835,560,1,40.0622,-16.7722,88.1961,154,325,90,185,5,0,3
359574,561,1,40.1196,-16.7659,88.178,321,407,170,185,6,0,5
360291,562,1,40.0819,-16.665,88.2687,152,555,89,349,12,0,13
360780,563,1,40.1928,-16.7479,88.1436,160,325,89,185,5,0,3
361511,564,1,40.118,-16.6922,88.2458,251,471,190,231,6,0,4
362134,565,1,40.0983,-16.771,88.2281,149,467,90,273,12,0,3
362712,566,1,40.1389,-16.7389,88.1906,244,325,90,185,5,0,3
363433,567,1,40.0916,-16.843,88.2119,157,557,189,316,5,0,5
363974,568,1,40.0987,-16.8295,88.1933,146,387,90,185,14,0,6
364641,569,1,40.194,-16.7891,88.1543,327,333,98,184,6,0,3
365357,570,1,40.0616,-16.7282,88.2537,147,561,115,391,6,0,3
365840,571,1,40.131,-16.7365,88.2338,147,328,92,185,6,0,5
366567,572,1,40.1398,-16.6858,88.2091,308,413,177,185,5,0,4
367258,573,1,40.1488,-16.7044,88.211,149,529,90,331,17,1,5
367772,574,1,39.8711,-16.4907,88.5631,187,324,89,182,6,0,5
368491,575,1,39.8839,-16.8127,88.4011,224,488,190,247,6,0,4
369082,576,1,40.0194,-16.9151,88.2373,146,431,90,237,13,0,7
369683,577,1,40.1523,-16.7884,88.2095,273,320,89,182,5,0,3
370400,578,1,40.1008,-16.899,88.2167,153,557,162,346,5,0,3
